,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Date Filed 2016,File Name 2016,Url 2016,sentimento 2016,Date Filed 2017,File Name 2017,Url 2017,sentimento 2017,Date Filed 2018,File Name 2018,Url 2018,sentimento 2018,Date Filed 2019,File Name 2019,Url 2019,sentimento 2019,Date Filed 2020,File Name 2020,Url 2020,sentimento 2020,retorno_7d 2020,retorno_1d 2020,retorno_7d 2019,retorno_1d 2019,retorno_7d 2018,retorno_1d 2018,retorno_7d 2017,retorno_1d 2017,retorno_7d 2016,retorno_1d 2016
362,AVGO,Broadcom,reports,Information Technology,Semiconductors,San Jose; California,2014-05-08,1730168,1961,,nan,,0.00,,nan,,0.00,2018-12-21,1730168_0001730168-18-000084.mda,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-18-000084.txt,1.49,2019-12-20,1730168_0001730168-19-000144.mda,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-19-000144.txt,1.31,2020-12-18,1730168_0001730168-20-000226.mda,https://www.sec.gov/Archives/edgar/data/1730168/0001730168-20-000226.txt,0.29,0.01,0.01,-0.02,-0.01,0.05,-0.03,0.00,0.00,0.00,0.00
363,MLM,Martin Marietta Materials,reports,Materials,Construction Materials,Raleigh; North Carolina,2014-07-02,916076,1993,2016-02-23,916076_0001193125-16-473754.mda,https://www.sec.gov/Archives/edgar/data/916076/0001193125-16-473754.txt,0.00,2017-02-24,916076_0001193125-17-056282.mda,https://www.sec.gov/Archives/edgar/data/916076/0001193125-17-056282.txt,0.00,2018-02-23,916076_0001193125-18-055887.mda,https://www.sec.gov/Archives/edgar/data/916076/0001193125-18-055887.txt,0.00,2019-02-25,916076_0001193125-19-049961.mda,https://www.sec.gov/Archives/edgar/data/916076/0001193125-19-049961.txt,0.00,2020-02-21,916076_0001564590-20-005784.mda,https://www.sec.gov/Archives/edgar/data/916076/0001564590-20-005784.txt,1.55,-0.12,-0.03,0.03,0.01,-0.04,0.00,0.04,0.03,0.05,0.02
364,DISCK,Discovery (Series C),reports,Communication Services,Broadcasting,New York City; New York,2014-08-07,1437107,1985,2016-02-18,1437107_0001437107-16-000059.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-16-000059.txt,2.41,2017-02-14,1437107_0001437107-17-000007.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-17-000007.txt,1.87,2018-02-28,1437107_0001437107-18-000028.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-18-000028.txt,2.60,2019-03-01,1437107_0001437107-19-000013.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-19-000013.txt,2.28,2020-02-27,1437107_0001437107-20-000006.mda,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-20-000006.txt,1.56,-0.06,-0.01,0.00,0.00,-0.10,-0.08,0.03,-0.01,-0.06,-0.04
365,URI,United Rentals,reports,Industrials,Trading Companies & Distributors,Stamford; Connecticut,2014-09-20,1067701,1997,2016-01-27,1067701_0001067701-16-000039.mda,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-16-000039.txt,2.47,2017-01-25,1067701_0001067701-17-000006.mda,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-17-000006.txt,0.13,2018-01-24,1067701_0001067701-18-000006.mda,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-18-000006.txt,2.08,2019-01-23,1067701_0001067701-19-000007.mda,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-19-000007.txt,3.95,2020-01-29,1067701_0001067701-20-000008.mda,https://www.sec.gov/Archives/edgar/data/1067701/0001067701-20-000008.txt,3.07,0.03,-0.06,0.08,0.04,-0.03,-0.02,0.14,0.12,-0.15,-0.20
366,UHS,Universal Health Services,reports,Health Care,Health Care Facilities,King of Prussia; Pennsylvania,2014-09-20,352915,1979,2016-02-25,352915_0001564590-16-013375.mda,https://www.sec.gov/Archives/edgar/data/352915/0001564590-16-013375.txt,-2.24,2017-02-28,352915_0001564590-17-002860.mda,https://www.sec.gov/Archives/edgar/data/352915/0001564590-17-002860.txt,-2.32,2018-02-28,352915_0001564590-18-003808.mda,https://www.sec.gov/Archives/edgar/data/352915/0001564590-18-003808.txt,-2.27,2019-02-27,352915_0001564590-19-004919.mda,https://www.sec.gov/Archives/edgar/data/352915/0001564590-19-004919.txt,-2.41,2020-02-26,352915_0001564590-20-006793.mda,https://www.sec.gov/Archives/edgar/data/352915/0001564590-20-006793.txt,-2.15,-0.03,-0.05,-0.01,0.04,0.07,-0.01,-0.02,-0.01,0.06,0.02
367,RCL,Royal Caribbean Group,reports,Consumer Discretionary,Hotels; Resorts & Cruise Lines,Miami; Florida,2014-12-05,884887,1997,2016-02-22,884887_0000884887-16-000126.mda,https://www.sec.gov/Archives/edgar/data/884887/0000884887-16-000126.txt,1.08,2017-02-23,884887_0000884887-17-000020.mda,https://www.sec.gov/Archives/edgar/data/884887/0000884887-17-000020.txt,2.04,2018-02-21,884887_0000884887-18-000017.mda,https://www.sec.gov/Archives/edgar/data/884887/0000884887-18-000017.txt,1.85,2019-02-22,884887_0000884887-19-000017.mda,https://www.sec.gov/Archives/edgar/data/884887/0000884887-19-000017.txt,2.09,2020-02-25,884887_0000884887-20-000009.mda,https://www.sec.gov/Archives/edgar/data/884887/0000884887-20-000009.txt,1.55,-0.19,-0.15,-0.02,0.00,-0.04,-0.01,0.01,0.00,0.01,0.00
368,HCA,HCA Healthcare,reports,Health Care,Health Care Facilities,Nashville; Tennessee,2015-01-27,860730,1968,2016-02-26,860730_0001193125-16-482165.mda,https://www.sec.gov/Archives/edgar/data/860730/0001193125-16-482165.txt,2.22,2017-02-22,860730_0001193125-17-052253.mda,https://www.sec.gov/Archives/edgar/data/860730/0001193125-17-052253.txt,2.69,2018-02-23,860730_0001193125-18-056057.mda,https://www.sec.gov/Archives/edgar/data/860730/0001193125-18-056057.txt,2.49,2019-02-21,860730_0001193125-19-047078.mda,https://www.sec.gov/Archives/edgar/data/860730/0001193125-19-047078.txt,2.43,2020-02-20,860730_0001193125-20-043524.mda,https://www.sec.gov/Archives/edgar/data/860730/0001193125-20-043524.txt,2.78,-0.15,-0.01,-0.02,0.01,0.01,-0.01,0.03,0.01,0.04,-0.01
369,SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,Woburn; Massachusetts,2015-03-12,4127,2002,2016-11-22,4127_0000004127-16-000068.mda,https://www.sec.gov/Archives/edgar/data/4127/0000004127-16-000068.txt,0.66,2017-11-13,4127_0000004127-17-000033.mda,https://www.sec.gov/Archives/edgar/data/4127/0000004127-17-000033.txt,1.02,2018-11-15,4127_0000004127-18-000046.mda,https://www.sec.gov/Archives/edgar/data/4127/0000004127-18-000046.txt,1.03,2019-11-14,4127_0000004127-19-000049.mda,https://www.sec.gov/Archives/edgar/data/4127/0000004127-19-000049.txt,-1.10,2020-11-17,4127_0000004127-20-000058.mda,https://www.sec.gov/Archives/edgar/data/4127/0000004127-20-000058.txt,-3.59,-0.03,-0.04,-0.05,-0.02,-0.01,0.02,0.00,0.01,-0.02,-0.01
370,HSIC,Henry Schein,reports,Health Care,Health Care Distributors,Melville; New York,2015-03-17,1000228,1932,2016-02-10,1000228_0001000228-16-000042.mda,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-16-000042.txt,3.48,2017-02-21,1000228_0001000228-17-000011.mda,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-17-000011.txt,3.02,2018-02-21,1000228_0001000228-18-000012.mda,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-18-000012.txt,2.64,2019-02-20,1000228_0001000228-19-000015.mda,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-19-000015.txt,2.71,2020-02-20,1000228_0001000228-20-000018.mda,https://www.sec.gov/Archives/edgar/data/1000228/0001000228-20-000018.txt,2.58,-0.15,-0.08,-0.07,-0.05,-0.03,0.00,0.00,0.00,0.11,0.07
371,EQIX,Equinix,reports,Real Estate,Specialized REITs,Redwood City; California,2015-03-20,1101239,1998,2016-02-26,1101239_0001628280-16-011802.mda,https://www.sec.gov/Archives/edgar/data/1101239/0001628280-16-011802.txt,2.49,2017-02-27,1101239_0001628280-17-001774.mda,https://www.sec.gov/Archives/edgar/data/1101239/0001628280-17-001774.txt,2.07,2018-02-26,1101239_0001628280-18-002212.mda,https://www.sec.gov/Archives/edgar/data/1101239/0001628280-18-002212.txt,2.25,2019-02-22,1101239_0001628280-19-001771.mda,https://www.sec.gov/Archives/edgar/data/1101239/0001628280-19-001771.txt,2.31,2020-02-21,1101239_0001628280-20-001947.mda,https://www.sec.gov/Archives/edgar/data/1101239/0001628280-20-001947.txt,2.75,-0.12,-0.01,0.02,0.01,-0.01,-0.01,0.00,0.00,0.01,-0.01
372,HBI,Hanesbrands,reports,Consumer Discretionary,Apparel; Accessories & Luxury Goods,Winston-Salem; North Carolina,2015-03-20,1359841,2000,2016-02-05,1359841_0001359841-16-000342.mda,https://www.sec.gov/Archives/edgar/data/1359841/0001359841-16-000342.txt,1.71,2017-02-03,1359841_0001359841-17-000040.mda,https://www.sec.gov/Archives/edgar/data/1359841/0001359841-17-000040.txt,1.36,2018-02-09,1359841_0001359841-18-000018.mda,https://www.sec.gov/Archives/edgar/data/1359841/0001359841-18-000018.txt,0.81,2019-02-11,1359841_0001359841-19-000025.mda,https://www.sec.gov/Archives/edgar/data/1359841/0001359841-19-000025.txt,1.32,2020-02-11,1359841_0001359841-20-000027.mda,https://www.sec.gov/Archives/edgar/data/1359841/0001359841-20-000027.txt,1.47,0.04,0.06,0.02,0.01,0.05,0.01,-0.08,-0.15,-0.10,-0.19
373,AAL,American Airlines Group,reports,Industrials,Airlines,Fort Worth; Texas,2015-03-23,6201,1934,2016-02-24,6201_0001193125-16-474605.mda,https://www.sec.gov/Archives/edgar/data/6201/0001193125-16-474605.txt,-1.66,2017-02-22,6201_0001193125-17-051216.mda,https://www.sec.gov/Archives/edgar/data/6201/0001193125-17-051216.txt,-2.96,2018-02-21,6201_0000006201-18-000009.mda,https://www.sec.gov/Archives/edgar/data/6201/0000006201-18-000009.txt,0.24,2019-02-25,6201_0000006201-19-000009.mda,https://www.sec.gov/Archives/edgar/data/6201/0000006201-19-000009.txt,0.00,2020-02-19,6201_0000006201-20-000023.mda,https://www.sec.gov/Archives/edgar/data/6201/0000006201-20-000023.txt,0.39,-0.22,0.00,-0.06,0.01,0.05,0.02,0.01,-0.02,0.03,0.02
374,O,Realty Income Corporation,reports,Real Estate,Retail REITs,San Diego; California,2015-04-07,726728,1969,2016-02-11,726728_0001104659-16-095923.mda,https://www.sec.gov/Archives/edgar/data/726728/0001104659-16-095923.txt,1.47,2017-02-23,726728_0001104659-17-011170.mda,https://www.sec.gov/Archives/edgar/data/726728/0001104659-17-011170.txt,1.16,2018-02-22,726728_0001104659-18-011376.mda,https://www.sec.gov/Archives/edgar/data/726728/0001104659-18-011376.txt,0.12,2019-02-22,726728_0000726728-19-000038.mda,https://www.sec.gov/Archives/edgar/data/726728/0000726728-19-000038.txt,0.89,2020-02-24,726728_0000726728-20-000033.mda,https://www.sec.gov/Archives/edgar/data/726728/0000726728-20-000033.txt,0.31,-0.09,-0.02,-0.01,0.00,0.03,0.04,-0.01,0.03,0.06,0.07
375,QRVO,Qorvo,reports,Information Technology,Semiconductors,Greensboro; North Carolina,2015-06-11,1604778,2015,2016-05-31,1604778_0001604778-16-000175.mda,https://www.sec.gov/Archives/edgar/data/1604778/0001604778-16-000175.txt,3.58,2017-05-23,1604778_0001604778-17-000031.mda,https://www.sec.gov/Archives/edgar/data/1604778/0001604778-17-000031.txt,1.78,2018-05-21,1604778_0001604778-18-000023.mda,https://www.sec.gov/Archives/edgar/data/1604778/0001604778-18-000023.txt,2.47,2019-05-17,1604778_0001604778-19-000031.mda,https://www.sec.gov/Archives/edgar/data/1604778/0001604778-19-000031.txt,1.88,2020-05-20,1604778_0001604778-20-000030.mda,https://www.sec.gov/Archives/edgar/data/1604778/0001604778-20-000030.txt,1.71,0.07,0.01,-0.09,-0.10,-0.01,0.00,0.01,0.00,0.00,0.00
376,JBHT,J. B. Hunt,reports,Industrials,Trucking,Lowell; Arkansas,2015-07-01,728535,1961,2016-02-23,728535_0001437749-16-025879.mda,https://www.sec.gov/Archives/edgar/data/728535/0001437749-16-025879.txt,2.50,2017-02-23,728535_0001437749-17-003083.mda,https://www.sec.gov/Archives/edgar/data/728535/0001437749-17-003083.txt,2.45,2018-02-23,728535_0001437749-18-003239.mda,https://www.sec.gov/Archives/edgar/data/728535/0001437749-18-003239.txt,0.98,2019-02-22,728535_0001437749-19-003134.mda,https://www.sec.gov/Archives/edgar/data/728535/0001437749-19-003134.txt,2.33,2020-03-02,728535_0001437749-20-004119.mda,https://www.sec.gov/Archives/edgar/data/728535/0001437749-20-004119.txt,2.02,-0.11,-0.02,-0.04,-0.04,0.01,0.03,0.00,0.02,0.00,-0.02
377,KHC,Kraft Heinz,reports,Consumer Staples,Packaged Foods & Meats,Chicago; Illinois; Pittsburgh; Pennsylvania,2015-07-06,1637459,2015 (1869),2016-03-03,1637459_0001637459-16-000100.mda,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-16-000100.txt,-0.64,2017-02-23,1637459_0001637459-17-000007.mda,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-17-000007.txt,-0.51,2018-02-16,1637459_0001637459-18-000015.mda,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-18-000015.txt,-0.64,2019-06-07,1637459_0001637459-19-000049.mda,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-19-000049.txt,-0.80,2020-02-14,1637459_0001637459-20-000027.mda,https://www.sec.gov/Archives/edgar/data/1637459/0001637459-20-000027.txt,-4.39,-0.02,-0.02,0.06,0.06,-0.05,-0.06,-0.02,0.00,-0.02,0.00
378,AAP,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,Raleigh; North Carolina,2015-07-09,1158449,1932,2016-03-01,1158449_0001158449-16-000299.mda,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-16-000299.txt,1.22,2017-02-28,1158449_0001158449-17-000034.mda,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-17-000034.txt,1.16,2018-02-21,1158449_0001158449-18-000039.mda,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-18-000039.txt,-1.44,2019-02-19,1158449_0001158449-19-000043.mda,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-19-000043.txt,3.38,2020-02-18,1158449_0001158449-20-000035.mda,https://www.sec.gov/Archives/edgar/data/1158449/0001158449-20-000035.txt,4.35,-0.03,-0.01,-0.03,-0.01,0.08,0.05,-0.03,0.00,0.01,0.03
379,PYPL,PayPal,reports,Information Technology,Data Processing & Outsourced Services,San Jose; California,2015-07-20,1633917,1998,2016-02-11,1633917_0001633917-16-000113.mda,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-16-000113.txt,1.13,2017-02-08,1633917_0001633917-17-000027.mda,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-17-000027.txt,-0.76,2018-02-07,1633917_0001633917-18-000029.mda,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-18-000029.txt,-0.70,2019-02-07,1633917_0001633917-19-000043.mda,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-19-000043.txt,-0.42,2020-02-06,1633917_0001633917-20-000028.mda,https://www.sec.gov/Archives/edgar/data/1633917/0001633917-20-000028.txt,-1.08,0.01,-0.01,0.02,0.00,0.02,-0.04,0.05,0.02,0.10,0.04
380,ATVI,Activision Blizzard,reports,Communication Services,Interactive Home Entertainment,Santa Monica; California,2015-08-31,718877,2008,2016-02-29,718877_0001047469-16-010584.mda,https://www.sec.gov/Archives/edgar/data/718877/0001047469-16-010584.txt,-1.59,2017-02-28,718877_0001047469-17-001072.mda,https://www.sec.gov/Archives/edgar/data/718877/0001047469-17-001072.txt,-0.80,2018-02-27,718877_0001047469-18-001114.mda,https://www.sec.gov/Archives/edgar/data/718877/0001047469-18-001114.txt,0.68,2019-02-28,718877_0001047469-19-000788.mda,https://www.sec.gov/Archives/edgar/data/718877/0001047469-19-000788.txt,0.68,2020-02-27,718877_0000718877-20-000003.mda,https://www.sec.gov/Archives/edgar/data/718877/0000718877-20-000003.txt,-1.58,0.04,-0.02,-0.01,0.03,0.01,0.00,0.05,0.03,-0.02,0.02
381,UAL,United Airlines,reports,Industrials,Airlines,Chicago; Illinois,2015-09-03,100517,1967,2016-02-18,100517_0001193125-16-468479.mda,https://www.sec.gov/Archives/edgar/data/100517/0001193125-16-468479.txt,0.54,2017-02-23,100517_0001193125-17-054129.mda,https://www.sec.gov/Archives/edgar/data/100517/0001193125-17-054129.txt,-0.91,2018-02-22,100517_0001193125-18-054235.mda,https://www.sec.gov/Archives/edgar/data/100517/0001193125-18-054235.txt,-0.59,2019-02-28,100517_0000100517-19-000009.mda,https://www.sec.gov/Archives/edgar/data/100517/0000100517-19-000009.txt,0.62,2020-02-25,100517_0000100517-20-000010.mda,https://www.sec.gov/Archives/edgar/data/100517/0000100517-20-000010.txt,-0.78,-0.23,-0.12,-0.06,-0.01,0.01,0.01,-0.03,0.00,0.12,0.06
382,FOX,Fox Corporation (Class B),reports,Communication Services,Movies & Entertainment,New York City; New York,2015-09-18,1754301,2019,,nan,,0.00,,nan,,0.00,,nan,,0.00,2019-08-09,1754301_0001564590-19-031285.mda,https://www.sec.gov/Archives/edgar/data/1754301/0001564590-19-031285.txt,2.49,2020-08-10,1754301_0001564590-20-038975.mda,https://www.sec.gov/Archives/edgar/data/1754301/0001564590-20-038975.txt,-0.76,0.04,0.01,-0.06,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
383,NWS,News Corp (Class B),reports,Communication Services,Publishing,New York City; New York,2015-09-18,1564708,2013 (1980),2016-08-12,1564708_0001193125-16-679975.mda,https://www.sec.gov/Archives/edgar/data/1564708/0001193125-16-679975.txt,-3.09,2017-08-14,1564708_0001193125-17-257248.mda,https://www.sec.gov/Archives/edgar/data/1564708/0001193125-17-257248.txt,-2.43,2018-08-15,1564708_0001193125-18-249117.mda,https://www.sec.gov/Archives/edgar/data/1564708/0001193125-18-249117.txt,-0.85,2019-08-13,1564708_0001193125-19-219463.mda,https://www.sec.gov/Archives/edgar/data/1564708/0001193125-19-219463.txt,-2.23,2020-08-11,1564708_0001564708-20-000022.mda,https://www.sec.gov/Archives/edgar/data/1564708/0001564708-20-000022.txt,-3.88,0.02,0.02,-0.01,-0.05,0.00,0.01,0.00,-0.01,0.02,0.02
384,VRSK,Verisk Analytics,reports,Industrials,Research & Consulting Services,Jersey City; New Jersey,2015-10-08,1442145,1971,2016-02-24,1442145_0001442145-16-000057.mda,https://www.sec.gov/Archives/edgar/data/1442145/0001442145-16-000057.txt,2.71,2017-02-21,1442145_0001442145-17-000010.mda,https://www.sec.gov/Archives/edgar/data/1442145/0001442145-17-000010.txt,3.29,2018-02-20,1442145_0001442145-18-000008.mda,https://www.sec.gov/Archives/edgar/data/1442145/0001442145-18-000008.txt,3.89,2019-02-19,1442145_0001442145-19-000012.mda,https://www.sec.gov/Archives/edgar/data/1442145/0001442145-19-000012.txt,2.94,2020-02-18,1442145_0001442145-20-000012.mda,https://www.sec.gov/Archives/edgar/data/1442145/0001442145-20-000012.txt,1.66,-0.05,-0.01,0.01,-0.01,0.06,0.02,0.00,0.00,0.10,0.09
385,HPE,Hewlett Packard Enterprise,reports,Information Technology,Technology Hardware; Storage & Peripherals,Houston; Texas,2015-11-02,1645590,2015,2016-12-15,1645590_0001628280-16-022051.mda,https://www.sec.gov/Archives/edgar/data/1645590/0001628280-16-022051.txt,-2.62,2017-12-15,1645590_0001628280-17-012383.mda,https://www.sec.gov/Archives/edgar/data/1645590/0001628280-17-012383.txt,-3.02,2018-12-12,1645590_0001628280-18-015054.mda,https://www.sec.gov/Archives/edgar/data/1645590/0001628280-18-015054.txt,-0.59,2019-12-13,1645590_0001645590-19-000044.mda,https://www.sec.gov/Archives/edgar/data/1645590/0001645590-19-000044.txt,-1.92,2020-12-10,1645590_0001645590-20-000056.mda,https://www.sec.gov/Archives/edgar/data/1645590/0001645590-20-000056.txt,-2.92,0.00,-0.01,-0.05,-0.02,-0.11,-0.02,0.03,0.05,-0.01,-0.02
386,SYF,Synchrony Financial,reports,Financials,Consumer Finance,Stamford; Connecticut,2015-11-18,1601712,2003,2016-02-25,1601712_0001601712-16-000069.mda,https://www.sec.gov/Archives/edgar/data/1601712/0001601712-16-000069.txt,-1.07,2017-02-23,1601712_0001601712-17-000031.mda,https://www.sec.gov/Archives/edgar/data/1601712/0001601712-17-000031.txt,-1.05,2018-02-22,1601712_0001601712-18-000107.mda,https://www.sec.gov/Archives/edgar/data/1601712/0001601712-18-000107.txt,-1.04,2019-02-15,1601712_0001601712-19-000053.mda,https://www.sec.gov/Archives/edgar/data/1601712/0001601712-19-000053.txt,0.00,2020-02-13,1601712_0001601712-20-000038.mda,https://www.sec.gov/Archives/edgar/data/1601712/0001601712-20-000038.txt,0.00,0.00,0.01,0.03,0.03,-0.02,0.02,-0.02,-0.01,0.03,0.01
387,ILMN,Illumina,reports,Health Care,Life Sciences Tools & Services,San Diego; California,2015-11-19,1110803,1998,2016-03-02,1110803_0001110803-16-000175.mda,https://www.sec.gov/Archives/edgar/data/1110803/0001110803-16-000175.txt,2.54,2017-02-14,1110803_0001110803-17-000014.mda,https://www.sec.gov/Archives/edgar/data/1110803/0001110803-17-000014.txt,1.17,2018-02-13,1110803_0001110803-18-000009.mda,https://www.sec.gov/Archives/edgar/data/1110803/0001110803-18-000009.txt,-1.25,2019-02-12,1110803_0001110803-19-000013.mda,https://www.sec.gov/Archives/edgar/data/1110803/0001110803-19-000013.txt,2.43,2020-02-11,1110803_0001110803-20-000018.mda,https://www.sec.gov/Archives/edgar/data/1110803/0001110803-20-000018.txt,0.00,0.02,0.00,0.06,0.03,0.03,0.01,0.00,0.00,-0.04,0.00
388,CHD,Church & Dwight,reports,Consumer Staples,Household Products,Ewing; New Jersey,2015-12-29,313927,1847,2016-02-19,313927_0001564590-16-012917.mda,https://www.sec.gov/Archives/edgar/data/313927/0001564590-16-012917.txt,0.91,2017-02-24,313927_0001564590-17-002326.mda,https://www.sec.gov/Archives/edgar/data/313927/0001564590-17-002326.txt,-0.03,2018-02-23,313927_0001564590-18-002984.mda,https://www.sec.gov/Archives/edgar/data/313927/0001564590-18-002984.txt,1.03,2019-02-21,313927_0001564590-19-003587.mda,https://www.sec.gov/Archives/edgar/data/313927/0001564590-19-003587.txt,0.64,2020-02-18,313927_0001564590-20-004956.mda,https://www.sec.gov/Archives/edgar/data/313927/0001564590-20-004956.txt,0.47,-0.02,0.00,0.01,0.02,0.04,0.04,0.00,0.00,0.02,0.01
389,WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,London; England,2016-01-05,1140536,2016,2016-02-29,1140536_0001140536-16-000035.mda,https://www.sec.gov/Archives/edgar/data/1140536/0001140536-16-000035.txt,2.45,2017-03-01,1140536_0001140536-17-000008.mda,https://www.sec.gov/Archives/edgar/data/1140536/0001140536-17-000008.txt,2.77,2018-02-28,1140536_0001140536-18-000008.mda,https://www.sec.gov/Archives/edgar/data/1140536/0001140536-18-000008.txt,3.33,2019-02-27,1140536_0001564590-19-004912.mda,https://www.sec.gov/Archives/edgar/data/1140536/0001564590-19-004912.txt,3.83,2020-02-26,1140536_0001564590-20-006736.mda,https://www.sec.gov/Archives/edgar/data/1140536/0001564590-20-006736.txt,3.65,0.02,-0.04,0.00,0.01,-0.01,-0.04,-0.01,0.01,0.03,0.02
390,EXR,Extra Space Storage,reports,Real Estate,Specialized REITs,Salt Lake City; Utah,2016-01-19,1289490,1977,2016-02-29,1289490_0001193125-16-485633.mda,https://www.sec.gov/Archives/edgar/data/1289490/0001193125-16-485633.txt,2.84,2017-02-27,1289490_0001628280-17-001815.mda,https://www.sec.gov/Archives/edgar/data/1289490/0001628280-17-001815.txt,3.06,2018-03-01,1289490_0001628280-18-002649.mda,https://www.sec.gov/Archives/edgar/data/1289490/0001628280-18-002649.txt,2.91,2019-02-26,1289490_0001628280-19-001968.mda,https://www.sec.gov/Archives/edgar/data/1289490/0001628280-19-001968.txt,2.64,2020-02-25,1289490_0001628280-20-002202.mda,https://www.sec.gov/Archives/edgar/data/1289490/0001628280-20-002202.txt,2.04,-0.03,-0.01,0.05,0.01,0.02,0.00,0.00,0.00,0.02,0.03
391,CFG,Citizens Financial Group,reports,Financials,Regional Banks,Providence; Rhode Island,2016-01-29,759944,1828,2016-02-26,759944_0000759944-16-000099.mda,https://www.sec.gov/Archives/edgar/data/759944/0000759944-16-000099.txt,0.53,2017-02-24,759944_0000759944-17-000012.mda,https://www.sec.gov/Archives/edgar/data/759944/0000759944-17-000012.txt,1.83,2018-02-22,759944_0000759944-18-000016.mda,https://www.sec.gov/Archives/edgar/data/759944/0000759944-18-000016.txt,2.52,2019-02-21,759944_0000759944-19-000024.mda,https://www.sec.gov/Archives/edgar/data/759944/0000759944-19-000024.txt,2.50,2020-02-24,759944_0000759944-20-000030.mda,https://www.sec.gov/Archives/edgar/data/759944/0000759944-20-000030.txt,1.22,-0.08,-0.04,-0.02,-0.01,-0.06,0.00,0.03,0.00,0.14,0.00
392,FRT,Federal Realty Investment Trust,reports,Real Estate,Retail REITs,Rockville; Maryland,2016-02-01,34903,1962,2016-02-09,34903_0000034903-16-000045.mda,https://www.sec.gov/Archives/edgar/data/34903/0000034903-16-000045.txt,1.47,2017-02-13,34903_0000034903-17-000008.mda,https://www.sec.gov/Archives/edgar/data/34903/0000034903-17-000008.txt,1.23,2018-02-13,34903_0000034903-18-000009.mda,https://www.sec.gov/Archives/edgar/data/34903/0000034903-18-000009.txt,1.20,2019-02-13,34903_0000034903-19-000013.mda,https://www.sec.gov/Archives/edgar/data/34903/0000034903-19-000013.txt,1.50,2020-02-10,34903_0000034903-20-000008.mda,https://www.sec.gov/Archives/edgar/data/34903/0000034903-20-000008.txt,1.00,-0.01,-0.03,-0.01,-0.01,0.04,0.01,0.00,-0.01,0.01,0.00
393,AWK,American Water Works,reports,Utilities,Water Utilities,Camden; New Jersey,2016-03-04,1410636,1886,2016-02-25,1410636_0001564590-16-013247.mda,https://www.sec.gov/Archives/edgar/data/1410636/0001564590-16-013247.txt,1.22,2017-02-21,1410636_0001564590-17-001899.mda,https://www.sec.gov/Archives/edgar/data/1410636/0001564590-17-001899.txt,2.25,2018-02-20,1410636_0001410636-18-000076.mda,https://www.sec.gov/Archives/edgar/data/1410636/0001410636-18-000076.txt,0.96,2019-02-19,1410636_0001410636-19-000041.mda,https://www.sec.gov/Archives/edgar/data/1410636/0001410636-19-000041.txt,1.22,2020-02-18,1410636_0001410636-20-000040.mda,https://www.sec.gov/Archives/edgar/data/1410636/0001410636-20-000040.txt,0.78,-0.04,0.00,0.02,0.00,0.00,-0.01,0.00,0.00,0.02,-0.03
394,UDR,UDR,reports,Real Estate,Residential REITs,Highlands Ranch; Colorado,2016-03-07,74208,1972,2016-02-23,74208_0000074208-16-000140.mda,https://www.sec.gov/Archives/edgar/data/74208/0000074208-16-000140.txt,1.08,2017-02-21,74208_0000074208-17-000030.mda,https://www.sec.gov/Archives/edgar/data/74208/0000074208-17-000030.txt,1.05,2018-02-20,74208_0000074208-18-000024.mda,https://www.sec.gov/Archives/edgar/data/74208/0000074208-18-000024.txt,0.63,2019-02-19,74208_0000074208-19-000028.mda,https://www.sec.gov/Archives/edgar/data/74208/0000074208-19-000028.txt,1.53,2020-02-18,74208_0000074208-20-000031.mda,https://www.sec.gov/Archives/edgar/data/74208/0000074208-20-000031.txt,0.84,-0.02,0.00,0.00,-0.01,-0.02,-0.03,0.00,0.00,0.04,-0.02
